customer_id,card_type,products_count,mnths_with_bank,mnths_inactive_last_year,contacts_last_year,education,martial_status,gender,earnings_bucket,age,family_size,cc_limit,trans_amount,trans_count,amount_change,count_change,revolving_balance,open_to_buy_cl,util_ratio,TARGET
708699108,Blue,4,36.0,3,3,High School,Single,F,Less than $40K,39,2,1438.3,4890.0,53.0,0.662,0.893,855,583.3,0.594,0
774588633,Blue,2,39.0,2,3,Graduate,Single,F,Less than $40K,45,3,1438.3,4928.0,84.0,0.81,0.909,0,1438.3,0.0,0
721148358,Blue,6,38.0,2,1,Uneducated,Single,F,Unknown,0,3,12860.0,1348.0,27.0,0.6459999999999999,0.28600000000000003,0,12860.0,0.0,0
823904133,Blue,2,49.0,2,4,College,Single,F,Unknown,53,2,10195.0,2489.0,54.0,0.629,0.385,0,10195.0,0.0,1
720494058,Blue,4,25.0,3,3,College,Married,F,Less than $40K,51,2,3042.0,4781.0,79.0,0.578,0.7559999999999999,0,3042.0,0.0,0
778231983,Blue,6,39.0,2,3,,Single,F,$40K - $60K,49,4,7382.0,4792.0,,0.8059999999999999,0.667,1326,6056.0,0.18,0
828288333,Blue,4,46.0,1,3,Uneducated,Married,M,$60K - $80K,50,0,3640.0,3756.0,70.0,0.938,0.8420000000000001,659,2981.0,0.18100000000000002,0
784560258,Blue,4,39.0,2,0,Uneducated,Divorced,M,$60K - $80K,45,1,21721.0,3937.0,63.0,0.657,0.6579999999999999,1247,20474.0,0.057,0
719455083,Blue,4,39.0,3,4,Uneducated,Single,F,Less than $40K,48,3,2991.0,3734.0,64.0,0.703,0.882,1508,1483.0,0.504,0
715976433,Blue,4,31.0,2,4,High School,Unknown,M,Less than $40K,42,3,7802.0,4212.0,75.0,0.643,0.7440000000000001,1885,5917.0,0.242,0
714578283,Blue,6,37.0,3,0,Graduate,Married,M,$60K - $80K,47,1,2053.0,1283.0,28.0,0.865,1.1540000000000001,0,2053.0,0.0,0
718063083,Blue,6,31.0,1,2,Graduate,Married,M,$40K - $60K,40,2,6500.0,4738.0,82.0,0.6559999999999999,0.6729999999999999,2025,4475.0,0.312,0
758382183,Blue,2,43.0,3,3,Graduate,Unknown,F,Less than $40K,50,3,4249.0,8186.0,93.0,0.925,0.722,789,3460.0,0.18600000000000003,0
711076533,Blue,5,42.0,3,2,College,Divorced,M,Less than $40K,65,0,9706.0,3435.0,58.0,1.022,0.706,1968,7738.0,0.203,0
708231183,Blue,5,22.0,3,4,Uneducated,Divorced,M,Unknown,30,1,12539.0,2643.0,72.0,0.856,0.674,910,11629.0,0.073,0
719580033,Blue,4,43.0,2,3,Graduate,Unknown,M,$60K - $80K,54,1,2910.0,1256.0,21.0,0.769,0.4,2030,880.0,0.698,0
820584408,Blue,3,44.0,3,2,Graduate,Single,F,Less than $40K,49,3,4364.0,1392.0,38.0,1.05,1.375,1507,2857.0,0.345,0
713984208,Blue,5,33.0,2,1,Graduate,Married,M,$40K - $60K,52,4,5776.0,4029.0,72.0,0.894,0.636,874,4902.0,0.151,0
717985158,Blue,3,37.0,3,1,Graduate,Unknown,M,$40K - $60K,47,2,2335.0,4267.0,81.0,0.8759999999999999,0.653,1373,962.0,0.588,0
718160358,Blue,5,39.0,3,2,Graduate,Married,F,Less than $40K,51,1,1438.3,2492.0,35.0,0.885,0.29600000000000004,0,1438.3,0.0,1
716350008,Blue,2,36.0,2,3,Uneducated,Married,M,$40K - $60K,0,1,2937.0,8235.0,102.0,0.857,0.522,1633,1304.0,0.556,0
780276258,Blue,3,39.0,2,3,High School,Married,M,$120K +,53,2,13091.0,1452.0,37.0,0.322,0.276,985,12106.0,0.075,0
779916408,Blue,1,23.0,3,2,Graduate,Single,F,Unknown,39,4,1811.0,4934.0,70.0,0.835,0.628,0,1811.0,0.0,0
720872433,Blue,5,28.0,3,6,Uneducated,Single,F,$40K - $60K,39,1,3911.0,2867.0,42.0,0.897,0.556,0,3911.0,0.0,1
714914583,Blue,6,27.0,2,3,Graduate,Single,F,Less than $40K,40,4,3751.0,1060.0,30.0,0.9740000000000001,1.308,1521,2230.0,0.405,0
719076858,Blue,5,20.0,1,2,College,Single,M,$60K - $80K,34,4,2165.0,2651.0,81.0,0.8220000000000001,0.841,1952,213.0,0.902,0
716624133,Blue,6,36.0,1,3,Unknown,Married,M,$80K - $120K,56,1,12786.0,1205.0,19.0,0.7020000000000001,0.462,1880,10906.0,0.147,0
788784258,Blue,5,41.0,2,4,High School,Married,M,Unknown,60,2,3007.0,1475.0,31.0,0.34,0.632,1664,1343.0,0.5529999999999999,0
789140283,Blue,5,42.0,4,1,Graduate,Single,M,$80K - $120K,53,0,2664.0,1286.0,29.0,0.85,0.9329999999999999,2037,627.0,0.765,0
771106458,Blue,1,41.0,5,2,College,Married,F,Less than $40K,54,4,2444.0,4609.0,61.0,0.6890000000000001,0.794,1313,1131.0,0.537,0
721384308,Blue,4,36.0,1,4,Uneducated,Married,F,$40K - $60K,39,1,3272.0,,86.0,1.123,0.593,2323,949.0,0.71,0
715581633,Blue,4,45.0,3,1,Unknown,Married,F,$40K - $60K,53,3,1972.0,5085.0,73.0,0.7609999999999999,0.5870000000000001,0,1972.0,0.0,0
710599683,Blue,3,36.0,6,0,,Single,M,$80K - $120K,56,1,11751.0,1539.0,17.0,3.397,3.25,0,11751.0,0.0,0
713766183,Blue,5,36.0,3,4,Uneducated,Single,M,$80K - $120K,49,0,16156.0,4160.0,81.0,0.804,0.653,2517,13639.0,0.156,0
790201158,Silver,2,54.0,2,3,Uneducated,Married,F,Less than $40K,60,1,13062.0,13609.0,108.0,0.9359999999999999,0.565,1731,11331.0,0.133,0
713940033,Blue,5,36.0,1,3,Graduate,Single,,Less than $40K,47,3,2049.0,3514.0,79.0,0.599,0.6459999999999999,1460,589.0,0.713,0
720817533,Blue,4,40.0,1,2,Uneducated,Married,M,$120K +,54,1,12086.0,15559.0,91.0,0.986,0.7170000000000001,1264,10822.0,0.105,0
772846383,Blue,3,,4,1,Unknown,Single,F,Less than $40K,45,1,2632.0,4787.0,89.0,0.588,0.679,1480,1152.0,0.562,0
714779733,Blue,3,36.0,1,4,Unknown,Single,M,$60K - $80K,44,4,10998.0,2237.0,33.0,0.907,0.435,1586,9412.0,0.14400000000000002,0
709993158,Blue,5,31.0,2,0,Graduate,Married,F,Less than $40K,46,2,2330.0,3917.0,71.0,0.78,0.6509999999999999,1584,746.0,0.68,0
716451183,Blue,5,44.0,2,3,Uneducated,Married,F,$40K - $60K,54,1,5556.0,1706.0,21.0,1.4340000000000002,1.625,1711,3845.0,0.308,0
715315008,Blue,6,30.0,3,2,Post-Graduate,Single,M,$40K - $60K,40,4,4640.0,3870.0,70.0,0.78,0.7070000000000001,1555,3085.0,0.335,0
715335558,Blue,2,36.0,1,2,Uneducated,Single,F,Less than $40K,43,5,1855.0,4191.0,81.0,0.816,0.7609999999999999,907,948.0,0.489,0
711694083,Blue,4,48.0,2,2,Post-Graduate,Single,F,Less than $40K,200,0,3030.0,4724.0,71.0,0.6940000000000001,0.775,1251,1779.0,0.413,0
716138958,Blue,6,33.0,4,4,Uneducated,Married,F,Less than $40K,50,1,3160.0,3740.0,68.0,1.0,0.7,1180,1980.0,0.373,0
826077033,Blue,1,42.0,0,4,Unknown,Married,F,Less than $40K,46,2,2002.0,2423.0,39.0,0.8029999999999999,0.857,0,2002.0,0.0,1
817958733,Blue,6,37.0,1,1,Uneducated,Married,F,Unknown,42,2,5099.0,4025.0,73.0,0.607,0.521,958,4141.0,0.188,0
710311233,Blue,3,37.0,3,3,High School,Single,F,Unknown,44,4,7632.0,4498.0,86.0,0.557,0.623,0,7632.0,0.0,0
719785683,Blue,1,36.0,2,2,Post-Graduate,Married,M,$80K - $120K,41,4,21751.0,8332.0,102.0,0.878,0.569,1573,20178.0,0.07200000000000001,0
778770783,Blue,6,30.0,1,0,High School,Married,M,$80K - $120K,42,4,29801.0,990.0,21.0,0.7809999999999999,0.909,1916,27885.0,0.064,0
823149483,Blue,1,48.0,5,3,Post-Graduate,Single,F,$40K - $60K,52,1,1766.0,4643.0,76.0,0.769,0.617,0,1766.0,0.0,0
711276933,Blue,6,44.0,4,2,Graduate,Married,F,Less than $40K,200,3,2030.0,4851.0,84.0,0.862,0.867,1262,768.0,0.622,0
785311158,Blue,6,48.0,1,4,Graduate,Single,F,Less than $40K,54,2,6610.0,3328.0,69.0,0.894,0.6829999999999999,928,5682.0,0.14,0
794649858,Blue,3,39.0,3,3,Uneducated,Married,F,Less than $40K,58,1,2210.0,1287.0,37.0,0.627,0.48,1624,586.0,0.735,0
709793133,Blue,6,36.0,1,4,Unknown,Single,F,$40K - $60K,43,2,3186.0,1531.0,37.0,0.58,0.233,2470,716.0,0.775,0
827074758,Blue,4,38.0,1,4,Uneducated,Single,F,Less than $40K,42,3,1538.0,5228.0,61.0,0.828,0.6940000000000001,868,670.0,0.564,0
715915458,Blue,5,34.0,2,2,Graduate,Married,F,Less than $40K,47,2,3156.0,1151.0,31.0,1.052,1.385,1644,1512.0,0.521,0
717050883,Blue,5,36.0,2,2,High School,Single,F,Less than $40K,200,1,2688.0,4183.0,71.0,0.552,0.614,1617,1071.0,0.602,0
769330908,Blue,5,43.0,3,4,High School,Married,F,Less than $40K,49,4,2574.0,4134.0,62.0,0.583,0.55,1555,1019.0,0.604,0
711070683,Blue,4,37.0,1,2,Post-Graduate,Married,F,$40K - $60K,48,3,6725.0,13891.0,106.0,0.72,0.606,493,6232.0,0.073,0
771222558,Blue,6,32.0,1,3,Graduate,Unknown,F,Less than $40K,45,3,2900.0,4467.0,79.0,0.705,0.7559999999999999,2018,882.0,0.696,0
712495233,Blue,5,,3,2,Uneducated,Married,F,Less than $40K,31,0,2370.0,2411.0,53.0,0.889,0.6559999999999999,1699,671.0,0.7170000000000001,0
795920358,Blue,3,27.0,2,3,High School,Married,F,Less than $40K,33,2,7185.0,2679.0,45.0,1.504,0.8,0,7185.0,0.0,0
718171308,Blue,6,36.0,3,4,Graduate,Married,F,Less than $40K,44,3,1984.0,2506.0,46.0,0.89,0.643,0,1984.0,0.0,1
789367083,Blue,5,31.0,3,3,Uneducated,Single,F,Less than $40K,41,2,2450.0,3778.0,64.0,0.747,0.684,1490,960.0,0.608,0
788923758,Blue,3,13.0,1,3,High School,Unknown,F,Unknown,26,1,10693.0,4138.0,76.0,0.88,0.727,2517,8176.0,0.235,0
788996058,Blue,4,34.0,2,4,High School,Married,F,Less than $40K,47,2,2730.0,3841.0,69.0,0.848,0.865,1970,760.0,0.722,0
790174608,Blue,6,30.0,3,2,Doctorate,Single,M,$80K - $120K,37,1,19300.0,2660.0,70.0,0.764,0.795,1181,18119.0,0.061,0
827968383,Blue,5,39.0,3,2,High School,Unknown,F,Less than $40K,43,3,3370.0,4084.0,70.0,0.6729999999999999,0.628,2284,1086.0,0.6779999999999999,0
715235808,Blue,3,36.0,3,2,Uneducated,Married,F,Less than $40K,47,3,1819.0,4636.0,75.0,0.7979999999999999,0.705,1235,584.0,0.679,0
714169908,Blue,5,34.0,2,1,Graduate,Single,,Less than $40K,53,0,1944.0,4921.0,82.0,0.5820000000000001,0.907,1140,804.0,0.586,0
711561108,Blue,6,24.0,1,2,Graduate,Single,M,$80K - $120K,36,4,16335.0,2733.0,71.0,0.6729999999999999,0.919,892,15443.0,0.055,0
708707808,Blue,4,45.0,1,2,Graduate,Unknown,M,$60K - $80K,57,2,2480.0,3438.0,66.0,0.8740000000000001,0.784,1584,896.0,0.639,0
715216908,Blue,6,36.0,3,4,Doctorate,Single,M,$80K - $120K,48,4,18102.0,1486.0,32.0,0.513,0.14300000000000002,1381,16721.0,0.076,0
713560758,Blue,2,42.0,2,3,Uneducated,Married,F,Less than $40K,54,1,3181.0,13392.0,92.0,0.752,0.736,2087,1094.0,0.6559999999999999,0
710787708,Blue,4,40.0,2,5,Uneducated,Married,F,$40K - $60K,56,1,5366.0,1748.0,38.0,0.5579999999999999,0.9,1271,4095.0,0.237,0
713331408,Blue,6,36.0,2,5,Uneducated,Married,,$40K - $60K,35,3,8682.0,1792.0,36.0,0.971,0.8,1647,7035.0,0.19,0
771912408,Blue,3,38.0,3,1,Graduate,Married,F,Less than $40K,49,2,6674.0,7468.0,92.0,0.695,0.614,1402,5272.0,0.21,0
708491508,Blue,3,42.0,3,2,Unknown,Single,M,$60K - $80K,51,2,13906.0,3856.0,68.0,0.772,1.061,1430,12476.0,0.10300000000000001,0
713428833,Blue,2,32.0,1,3,Unknown,Married,M,$80K - $120K,42,3,7537.0,7613.0,90.0,0.8540000000000001,0.579,1239,6298.0,0.16399999999999998,0
717257658,Blue,2,29.0,2,1,Graduate,Single,M,$80K - $120K,41,3,9357.0,7971.0,84.0,0.8,0.787,1942,7415.0,0.20800000000000002,0
779040408,Blue,3,37.0,1,2,High School,Married,M,$120K +,56,2,12181.0,1478.0,33.0,0.8340000000000001,0.5,1702,10479.0,0.14,0
788915283,Blue,5,29.0,1,2,College,Single,F,Less than $40K,43,2,2304.0,1273.0,36.0,0.872,0.895,1589,715.0,0.69,0
787565433,Blue,4,43.0,2,4,Post-Graduate,Married,M,$80K - $120K,53,2,4039.0,1494.0,36.0,0.396,0.28600000000000003,1397,2642.0,0.34600000000000003,0
794528283,Blue,4,28.0,2,2,College,Married,M,$60K - $80K,44,4,2748.0,3383.0,67.0,0.633,0.5579999999999999,878,1870.0,0.32,0
710637183,Blue,3,40.0,3,3,,Single,F,Unknown,48,4,2300.0,4538.0,71.0,0.8029999999999999,0.868,1906,394.0,0.8290000000000001,0
821836008,Blue,5,53.0,2,4,Uneducated,Single,M,$80K - $120K,57,2,34516.0,1233.0,26.0,0.629,0.857,2099,32417.0,0.061,0
767023308,Silver,2,29.0,2,2,College,Unknown,M,$80K - $120K,35,3,34516.0,12847.0,106.0,0.758,0.738,0,34516.0,0.0,0
711686658,Silver,6,40.0,2,2,High School,Married,M,$80K - $120K,48,5,34516.0,16579.0,109.0,0.6920000000000001,0.879,1417,33099.0,0.040999999999999995,0
712835433,Blue,5,36.0,3,3,Uneducated,Married,F,Unknown,49,3,1438.3,4869.0,73.0,0.8059999999999999,0.825,0,1438.3,0.0,0
714145233,Silver,1,24.0,2,3,Graduate,Divorced,M,$80K - $120K,34,0,34516.0,5112.0,49.0,0.20199999999999999,0.256,400,34116.0,0.012,1
804310758,Blue,5,52.0,2,5,Graduate,Married,M,$120K +,58,3,17934.0,2005.0,48.0,0.593,0.778,1578,16356.0,0.08800000000000001,0
719074308,Blue,4,27.0,2,0,College,Married,F,Less than $40K,37,3,1438.3,4621.0,73.0,0.778,1.147,687,751.3,0.478,0
769579608,Blue,3,46.0,6,4,Graduate,Single,F,Less than $40K,53,1,2240.0,3795.0,70.0,0.833,0.75,1601,639.0,0.715,0
753220383,Blue,2,22.0,2,3,Graduate,Single,M,$120K +,29,0,11722.0,8302.0,78.0,0.778,0.902,0,11722.0,0.0,1
717136533,Blue,4,26.0,2,2,Uneducated,Single,F,Less than $40K,37,2,2586.0,4883.0,73.0,0.721,0.825,835,1751.0,0.32299999999999995,0
716800908,Blue,5,13.0,0,3,High School,Single,F,Unknown,26,2,5137.0,2496.0,49.0,0.6990000000000001,0.581,0,5137.0,0.0,0
713916708,Gold,3,43.0,1,3,Graduate,Single,M,$120K +,53,3,34516.0,7758.0,98.0,0.77,0.7190000000000001,2435,32081.0,0.071,0
714273708,Blue,3,36.0,2,3,Graduate,Married,F,$40K - $60K,53,4,4753.0,2242.0,49.0,1.274,0.815,2472,2281.0,0.52,0
783625008,Blue,4,45.0,2,2,Post-Graduate,Single,M,$120K +,51,2,22294.0,3444.0,71.0,0.647,0.614,0,22294.0,0.0,0
827712108,Blue,5,38.0,1,2,Graduate,Married,,Less than $40K,42,5,2346.0,4432.0,72.0,0.73,0.7559999999999999,1373,973.0,0.585,0
804583833,Blue,4,51.0,1,3,High School,Married,F,Unknown,56,2,1796.0,4316.0,87.0,0.768,0.8909999999999999,1243,553.0,0.6920000000000001,0
709536483,Blue,5,49.0,0,3,Graduate,Married,M,$60K - $80K,57,3,8701.0,1999.0,41.0,0.527,0.414,215,8486.0,0.025,1
803805483,Blue,3,40.0,3,3,College,Married,F,Unknown,46,3,10600.0,4697.0,67.0,0.777,0.523,0,10600.0,0.0,0
708286683,Blue,6,43.0,3,1,Uneducated,Single,M,$80K - $120K,57,2,12045.0,4884.0,86.0,0.736,0.87,1749,10296.0,0.145,0
746453583,Blue,2,49.0,2,2,Unknown,Married,F,$40K - $60K,56,1,2604.0,4498.0,85.0,0.528,0.7,1395,1209.0,0.536,0
808732458,Blue,5,43.0,3,0,Unknown,Married,M,$120K +,48,3,6626.0,2838.0,49.0,1.02,1.3330000000000002,1558,5068.0,0.235,0
711566208,Blue,2,36.0,2,2,Graduate,Married,F,Less than $40K,58,3,5023.0,14111.0,98.0,0.631,0.69,1857,3166.0,0.37,0
715485483,Blue,3,36.0,3,3,Graduate,Married,F,Less than $40K,39,5,3664.0,1479.0,44.0,0.419,0.9129999999999999,0,3664.0,0.0,1
714421233,Blue,5,36.0,3,4,Graduate,Married,F,Less than $40K,200,0,5399.0,1292.0,34.0,0.765,0.889,1723,3676.0,0.319,0
810201783,Blue,5,17.0,3,3,Graduate,Single,F,$40K - $60K,26,0,3119.0,2740.0,62.0,0.722,0.512,1328,1791.0,0.426,0
712029783,Silver,2,36.0,2,1,Uneducated,Single,M,$80K - $120K,42,4,34516.0,7836.0,93.0,0.853,0.603,2253,32263.0,0.065,0
716929233,Blue,3,24.0,3,4,Post-Graduate,Single,F,$40K - $60K,43,3,5182.0,5235.0,92.0,0.8740000000000001,0.586,1607,3575.0,0.31,0
817889583,Blue,3,56.0,3,4,Graduate,Single,F,$40K - $60K,61,0,9721.0,2260.0,46.0,0.826,1.0,0,9721.0,0.0,1
708809283,Blue,1,33.0,3,1,Graduate,Divorced,F,$40K - $60K,41,4,10360.0,2414.0,28.0,0.632,0.273,2517,7843.0,0.243,1
788930358,Blue,2,28.0,2,2,College,Single,F,$40K - $60K,42,4,2827.0,3891.0,81.0,0.7390000000000001,1.025,1896,931.0,0.6709999999999999,0
716357058,Blue,4,36.0,3,1,Uneducated,Single,M,$80K - $120K,53,3,2611.0,2955.0,56.0,0.298,0.6,787,1824.0,0.301,0
719940483,Blue,2,43.0,2,2,Graduate,Married,F,$40K - $60K,51,1,2107.0,4841.0,88.0,0.7120000000000001,0.725,1663,444.0,0.789,0
771040758,Silver,5,49.0,1,2,Graduate,Single,F,Unknown,62,0,30310.0,3703.0,91.0,0.777,0.49200000000000005,0,30310.0,0.0,0
719491233,Blue,6,42.0,2,3,College,Single,M,$120K +,55,1,3515.0,4313.0,72.0,1.051,0.8,2517,998.0,0.716,0
718590183,Blue,1,47.0,3,3,Doctorate,Married,F,Less than $40K,58,3,1517.0,5067.0,69.0,0.825,0.865,920,597.0,0.606,0
751974258,Blue,2,44.0,2,3,Unknown,Unknown,M,$120K +,51,3,11954.0,7345.0,93.0,0.779,0.55,0,11954.0,0.0,0
